1, 0.0, 0.1
8, 0.0, 0.1
14, 0.1, 0.9
21, 0.1, 0.9
27, 0.0, 0.4
34, 0.0, 0.4
40, 0.0, 0.5
46, 0.0, 0.5
52, 0.0, 0.6
58, 0.0, 0.6
64, 0.0, 0.6
69, 0.0, 0.7
74, 0.0, 0.7
79, 0.0, 0.8
84, 0.0, 0.8
90, 0.0, 1.0
95, 0.0, 1.0
100, 0.0, 1.0
105, 0.0, 1.2
111, 0.0, 1.2
117, 0.0, 1.3
123, 0.0, 1.3
130, 0.0, 1.4
136, 0.0, 1.4
143, 0.0, 1.5
149, 0.0, 0.1
156, 0.0, 1.6
163, 0.0, 1.6
168, 0.0, 1.8
174, 0.0, 1.8
179, 0.0, 1.8
184, 0.0, 1.8
189, 0.0, 1.8
195, 0.0, 2.0
200, 0.0, 2.0
205, 0.0, 2.0
211, 0.0, 2.0
216, 0.0, 2.0
222, 0.0, 2.1
228, 0.0, 2.1
235, 0.0, 2.2
242, 0.0, 2.2
248, 0.0, 2.4
255, 0.0, 2.4
262, 0.0, 2.5
268, 0.0, 2.5
274, 0.0, 2.6
279, 0.0, 2.8
284, 0.0, 2.8
289, 0.0, 2.8
294, 0.0, 2.8
300, 0.0, 2.8
305, 0.0, 2.9
311, 0.0, 2.9
316, 0.0, 3.1
322, 0.0, 3.1
329, 0.0, 3.1
335, 0.0, 3.2
341, 0.0, 3.2
347, 0.0, 3.3
353, 0.0, 3.3
359, 0.0, 3.4
366, 0.0, 3.4
372, 0.0, 3.6
378, 0.0, 3.6
384, 0.0, 3.6
390, 0.0, 3.6
396, 0.0, 3.8
402, 0.0, 3.8
407, 0.0, 3.8
412, 0.0, 3.8
417, 0.0, 3.8
423, 0.0, 3.9
429, 0.0, 3.9
435, 0.0, 4.1
441, 0.0, 4.1
447, 0.0, 4.1
453, 0.0, 4.2
459, 0.0, 4.2
466, 0.0, 4.4
472, 0.0, 4.5
479, 0.0, 4.5
485, 0.0, 4.5
491, 0.0, 4.5
496, 0.0, 4.7
501, 0.0, 4.7
506, 0.0, 4.7
512, 0.0, 4.8
517, 0.0, 4.8
522, 0.0, 4.8
528, 0.0, 4.8
534, 0.0, 4.9
540, 0.0, 4.9
546, 0.0, 5.1
552, 0.0, 5.1
558, 0.0, 0.1
564, 0.0, 5.1
570, 0.0, 5.3
577, 0.0, 5.3
584, 0.0, 5.4
590, 0.0, 5.4
596, 0.0, 5.5
602, 0.0, 5.5
608, 0.0, 5.6
613, 0.0, 5.6
618, 0.0, 5.6
623, 0.0, 5.6
629, 0.0, 5.8
635, 0.0, 5.8
641, 0.0, 5.8
647, 0.0, 5.9
653, 0.0, 5.9
659, 0.0, 6.0
665, 0.0, 6.0
671, 0.0, 6.1
677, 0.0, 6.1
683, 0.0, 6.1
689, 0.0, 6.2
694, 0.0, 6.2
699, 0.0, 6.3
705, 0.0, 6.3
711, 0.0, 6.3
717, 0.0, 6.4
723, 0.0, 6.5
730, 0.0, 6.5
736, 0.0, 6.5
742, 0.0, 6.5
748, 0.0, 6.5
754, 0.0, 6.7
760, 0.0, 6.7
766, 0.0, 6.8
772, 0.0, 6.8
778, 0.0, 6.9
784, 0.0, 6.9
789, 0.0, 6.9
794, 0.0, 7.0
799, 0.0, 7.0
804, 0.0, 7.2
809, 0.0, 7.2
815, 0.0, 7.2
820, 0.0, 7.3
826, 0.0, 7.3
833, 0.0, 7.5
839, 0.0, 7.5
847, 0.0, 7.6
854, 0.0, 7.6
861, 0.0, 7.6
868, 0.0, 7.8
874, 0.0, 7.9
881, 0.0, 7.9
887, 0.0, 8.1
894, 0.0, 8.1
900, 0.0, 8.2
906, 0.0, 8.2
912, 0.0, 8.4
918, 0.0, 8.4
924, 0.0, 8.4
